"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"4240","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2017,270,1,"12907*I"
"4241","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2017,288,1,"12907*I"
"4247","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2017,105,1,"12907*N"
"4248","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2017,112,1,"12907*N"
"4249","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2017,118,1,"12907*N"
"4250","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2017,139,1,"12907*N"
"4253","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2017,242,1,"12907*N"
"4254","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2017,251,1,"12907*N"
"4256","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2017,293,1,"12907*N"
"4257","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2017,313,1,"12907*N"
"4258","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2017,118,1,"12907*N"
"4259","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2017,159,1,"12907*N"
"4263","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2017,191,1,"12907*N"
"4265","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,264,1,"12907*N"
"4266","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,271,1,"12907*N"
"4268","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,288,1,"12907*N"
"4269","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,293,1,"12907*N"
"4270","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,304,1,"12907*N"
"4271","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2017,313,1,"12907*N"
"4272","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2017,118,1,"12907*N"
"4273","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2017,290,1,"12907*N"
"4274","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2017,253,1,"12907*N"
"4275","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2017,285,1,"12907*N"
"4276","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2017,120,1,"12907*N"
"4277","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2017,129,1,"12907*N"
"4278","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2017,149,1,"12907*N"
"4282","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2017,133,1,"12907*N"
"4283","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2017,139,1,"12907*N"
"4285","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2017,152,1,"12907*N"
"4289","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2017,133,1,"12907*N"
"4291","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2017,152,1,"12907*N"
"4297","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2017,242,1,"12907*N"
"4298","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2017,248,1,"12907*N"
"4299","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2017,325,1,"12907*N"
"4303","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2017,159,1,"12907*N"
"4305","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2017,172,1,"12907*N"
"4308","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2017,313,1,"12907*N"
"4428","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,104,1,"16611*F"
"4429","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,107,1,"16611*F"
"4430","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,117,1,"16611*F"
"4431","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2017,143,1,"16611*F"
"4432","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2017,161,1,"16611*F"
"4437","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,124,1,"16611*F"
"4438","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,139,1,"16611*F"
"4449","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,247,1,"16611*F"
"4455","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,124,1,"16611*F"
"4457","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,250,1,"16611*F"
"4460","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2017,109,1,"16611*F"
"4467","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,109,1,"16611*F"
"4468","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,117,1,"16611*F"
"4472","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2017,147,1,"16611*F"
"4473","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2017,161,1,"16611*F"
"4475","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,125,1,"16611*F"
"4476","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,161,1,"16611*F"
"4478","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,104,1,"16611*J"
"4479","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,107,1,"16611*J"
"4482","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,124,1,"16611*J"
"4484","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2017,161,1,"16611*J"
"4486","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,124,1,"16611*J"
"4487","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,139,1,"16611*J"
"4498","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,236,1,"16611*J"
"4504","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,124,1,"16611*J"
"4506","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,231,1,"16611*J"
"4508","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2017,109,1,"16611*J"
"4509","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2017,109,1,"16611*J"
"4511","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,109,1,"16611*J"
"4512","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,117,1,"16611*J"
"4517","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2017,161,1,"16611*J"
"4518","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,124,1,"16611*J"
"4519","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,139,1,"16611*J"
"4520","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,161,1,"16611*J"
"4521","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,104,1,"16611*K"
"4522","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,107,1,"16611*K"
"4525","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,124,1,"16611*K"
"4527","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2017,161,1,"16611*K"
"4530","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,124,1,"16611*K"
"4531","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,139,1,"16611*K"
"4541","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,239,1,"16611*K"
"4542","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,270,1,"16611*K"
"4547","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,124,1,"16611*K"
"4550","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,239,1,"16611*K"
"4551","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,270,1,"16611*K"
"4553","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2017,109,1,"16611*K"
"4555","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2017,109,1,"16611*K"
"4559","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,109,1,"16611*K"
"4560","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,117,1,"16611*K"
"4564","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2017,161,1,"16611*K"
"4567","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2017,124,1,"16611*K"
"4623","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,102,1,"22099*A"
"4626","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2017,120,1,"22099*A"
"4632","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,120,1,"22099*A"
"4633","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,126,1,"22099*A"
"4634","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2017,139,1,"22099*A"
"4646","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,236,1,"22099*A"
"4647","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2017,302,1,"22099*A"
"4652","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,120,1,"22099*A"
"4653","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,147,1,"22099*A"
"4654","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2017,302,1,"22099*A"
"4657","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,231,1,"22099*A"
"4658","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2017,302,1,"22099*A"
"4660","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2017,109,1,"22099*A"
"4662","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2017,109,1,"22099*A"
"4665","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,110,1,"22099*A"
"4667","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2017,117,1,"22099*A"
"4716","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2017,119,1,"11253*A"
"4717","Quercus","rubra","Quercus rubra","Northern red oak","QURU","ripeFruits",2017,251,1,"11253*A"
"4721","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2017,132,1,"11253*A"
"4723","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,267,1,"11253*A"
"4725","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,304,1,"11253*A"
"4726","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2017,124,1,"11253*A"
"4727","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2017,272,1,"11253*A"
"4729","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2017,270,1,"11253*A"
"4736","Quercus","rubra","Quercus rubra","Northern red oak","QURU","recentFruitOrSeedDrop",2017,242,1,"11253*A"
"4741","Quercus","rubra","Quercus rubra","Northern red oak","QURU","fruits",2017,236,1,"11253*A"
"4744","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2017,110,1,"5859*B"
"4747","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2017,113,1,"5859*B"
"4748","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,291,1,"5859*B"
"4749","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2017,113,1,"5859*B"
"4750","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2017,272,1,"5859*B"
"4752","Quercus","rubra","Quercus rubra","Northern red oak","QURU","flowers",2017,117,1,"5859*B"
"4764","Quercus","rubra","Quercus rubra","Northern red oak","QURU","fruits",2017,264,1,"5859*B"
"4765","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2017,110,1,"8197*A"
"4772","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2017,127,1,"8197*A"
"4773","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,267,1,"8197*A"
"4774","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,291,1,"8197*A"
"4775","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2017,311,1,"8197*A"
"4776","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2017,119,1,"8197*A"
"4777","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2017,272,1,"8197*A"
"4780","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2017,271,1,"8197*A"
"4781","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2017,291,1,"8197*A"
"4790","Quercus","rubra","Quercus rubra","Northern red oak","QURU","recentFruitOrSeedDrop",2017,264,1,"8197*A"
"4791","Quercus","rubra","Quercus rubra","Northern red oak","QURU","recentFruitOrSeedDrop",2017,291,1,"8197*A"
"4803","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,98,1,"1323-82*A"
"4804","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,102,1,"1323-82*A"
"4805","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,107,1,"1323-82*A"
"4807","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,117,1,"1323-82*A"
"4808","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,124,1,"1323-82*A"
"4810","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2017,186,1,"1323-82*A"
"4815","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2017,241,1,"1323-82*A"
"4821","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2017,107,1,"1323-82*A"
"4822","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2017,139,1,"1323-82*A"
"4829","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2017,257,1,"1323-82*A"
"4832","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2017,295,1,"1323-82*A"
"4835","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2017,107,1,"1323-82*A"
"4840","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2017,295,1,"1323-82*A"
"4842","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,110,1,"1323-82*A"
"4843","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,139,1,"1323-82*A"
"4844","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,161,1,"1323-82*A"
"4846","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,185,1,"1323-82*A"
"4852","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2017,185,1,"1323-82*A"
"4856","Tilia","americana","Tilia americana","American basswood","TIAM","pollenRelease",2017,185,1,"1323-82*A"
"4858","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2017,186,1,"1323-82*A"
"4862","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2017,231,1,"1323-82*A"
"4873","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2017,184,1,"1323-82*A"
"4880","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2017,107,1,"19804*A"
"4883","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2017,234,1,"19804*A"
"4887","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2017,119,1,"19804*A"
"4890","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2017,234,1,"19804*A"
"4891","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2017,113,1,"19804*A"
"4892","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2017,234,1,"19804*A"
"4893","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,127,1,"19804*A"
"4894","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2017,143,1,"19804*A"
"4901","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2017,193,1,"19804*A"
"4904","Betula","nigra","Betula nigra","River birch","BENI","budburst",2017,101,1,"1251-79*E"
"4905","Betula","nigra","Betula nigra","River birch","BENI","budburst",2017,133,1,"1251-79*E"
"4907","Betula","nigra","Betula nigra","River birch","BENI","budburst",2017,190,1,"1251-79*E"
"4909","Betula","nigra","Betula nigra","River birch","BENI","ripeFruits",2017,162,1,"1251-79*E"
"4910","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2017,120,1,"1251-79*E"
"4913","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2017,170,1,"1251-79*E"
"4917","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2017,241,1,"1251-79*E"
"4921","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2017,283,1,"1251-79*E"
"4923","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2017,300,1,"1251-79*E"
"4924","Betula","nigra","Betula nigra","River birch","BENI","leafout",2017,118,1,"1251-79*E"
"4925","Betula","nigra","Betula nigra","River birch","BENI","leafout",2017,280,1,"1251-79*E"
"4930","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2017,230,1,"1251-79*E"
"4934","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2017,283,1,"1251-79*E"
"4937","Betula","nigra","Betula nigra","River birch","BENI","flowers",2017,125,1,"1251-79*E"
"4940","Betula","nigra","Betula nigra","River birch","BENI","flowers",2017,300,1,"1251-79*E"
"4942","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2017,125,1,"1251-79*E"
"4943","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2017,131,1,"1251-79*E"
"4945","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2017,117,1,"1251-79*E"
"4946","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2017,125,1,"1251-79*E"
"4947","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2017,133,1,"1251-79*E"
